"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0050727","GO:0050727","regulation of inflammatory response",420,-0.373135667345938,-1.56080066024703,1.94387109894321e-05,0.000974403957216296,0.000840882585658142,9687,"tags=41%, list=28%, signal=30%","6279/1773/2876/8530/834/406963/2000/3603/8995/6693/313/29108/5771/4889/340061/80263/2113/729230/81858/11274/51063/8482/3587/7114/1910/5138/3957/301/8717/407004/7941/50604/240/201292/2635/2358/6850/4049/134/56833/3661/100/79671/1051/1075/4671/6375/115362/3559/5335/838/64332/22861/143684/8792/3818/27178/3606/5008/55872/388125/2867/2634/51561/3848/197358/3430/604/118788/23729/3600/2625/8673/91662/4192/406976/3593/27293/406941/4318/2865/6280/9180/695/4792/2529/406890/64127/2175/9971/9173/4314/7133/8877/7128/79651/5788/1326/89790/5777/2161/58189/25807/837/177/79792/284207/406938/2213/50616/4210/100506742/59272/3458/8808/406948/345611/2209/7538/4023/3055/407008/4818/2294/406949/338322/406987/330/8600/406971/7130/3596/2268/406913/3554/114548/59341/7097/693175/147945/940/22904/5734/406937/90527/90865/6352/145741/388581/3569/3553/405753/407006/101/100500826/26279/126206/2840/6348/9021/8870/1236/353514/81030/3929/5054/283131/6401/26228/5743/3620/171389/6288"
"GO:0007517","GO:0007517","muscle organ development",366,0.334608944024688,1.55177389719145,1.99146450945691e-05,0.000990400774939355,0.000854687379193358,4447,"tags=20%, list=13%, signal=17%","4633/129446/58/4617/8048/5457/150572/29895/4618/3235/389827/6469/146862/493829/6123/245806/4625/3084/93649/1270/8557/607/4762/8538/7135/859/497189/6664/5629/3479/9421/8320/57462/7093/2047/6262/857/4654/347273/4624/7490/6899/101929726/5079/6474/6665/4209/57158/58529/10409/2033/23414/59269/140947/2660/463/8506/7026/1489/51778/688/7504/26508/55553/1605/3670/339855/4205/389125/4656/130827/23493"
"GO:0051962","GO:0051962","positive regulation of nervous system development",284,0.353958409416858,1.60319751638185,2.1647477316304e-05,0.00106816770882637,0.000921798006116957,6672,"tags=31%, list=19%, signal=26%","4821/5458/4747/10215/57611/6469/4131/84630/1826/3897/429/8128/1813/7224/84189/347731/6664/6092/54413/5080/114798/2047/5021/26045/64084/387804/4137/627/2670/4915/4988/339398/22865/26011/2043/1638/26050/6474/139065/23316/23767/54674/2664/1956/4135/5649/2895/6376/659/4311/158038/1605/57463/9001/3984/347730/57555/2915/3400/9175/4602/57633/5789/7779/577/23013/57698/23768/2737/5048/63950/6792/2048/9037/1524/23096/869/94030/5803/7976/80823/9378/654429/11141/22954/4204/816/406934/23394"
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion",84,0.513723878267644,1.97368022173741,2.33422647433037e-05,0.00114286623347834,0.000986260684135671,8170,"tags=45%, list=24%, signal=35%","22987/3351/5582/127833/6853/5864/112755/6623/6860/5030/6861/41/57586/57512/9498/23208/6812/84961/9581/6865/488/7779/5028/22999/5413/815/9783/5579/785/4763/134957/22871/8573/3060/7476/28964/200933/2852"
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity",197,-0.435386641237425,-1.70102296768378,2.35599915894451e-05,0.00114465312983796,0.000987802724292685,6207,"tags=32%, list=18%, signal=26%","51561/11035/604/2625/10459/3592/84868/10865/80328/3822/100141515/3593/5027/100507436/695/54795/2529/64127/56253/7133/5788/5777/7409/177/387837/8807/2213/9437/4068/2209/8809/146850/3824/3821/22914/3554/114548/100528032/84787/11006/114836/940/941/3263/912/3820/10225/3575/3569/924/5133/3553/3823/2208/116449/23529/8302/117157/30009/6504/909/81607/10859"
"GO:0021761","GO:0021761","limbic system development",119,0.447475545874215,1.82383305690552,2.73471251853629e-05,0.00131687232909092,0.00113642293924082,7964,"tags=43%, list=23%, signal=33%","10716/4747/4142/3736/1813/8941/1600/63974/5629/196500/5454/26047/9723/79969/6326/2044/493/6658/2932/5649/7545/7846/238/9001/306/9638/3400/7531/2737/5048/6715/166614/79625/477/3361/1812/7248/4967/8648/4204/84687/4763/1020/220/30062/2018/1746/582/8851/4808/4009"
"GO:0006941","GO:0006941","striated muscle contraction",191,0.38665114643529,1.68420438210687,2.75217142875239e-05,0.00131687232909092,0.00113642293924082,6479,"tags=32%, list=19%, signal=26%","4633/100507537/8048/7138/4626/6323/4625/23676/7136/6334/5566/2257/8557/10021/6330/7135/859/6327/55800/2702/6262/857/3760/6335/6326/4624/1837/6324/1113/6769/3741/29119/7140/287/28954/10052/23336/487/6547/147/407034/3759/801/6548/23327/488/781/3757/6546/23630/808/3752/9722/477/3728/30845/1829/5350/8913/481/3320"
"GO:1901799","GO:1901799","negative regulation of proteasomal protein catabolic process",57,0.567953112757393,2.0383757115715,2.79457714840074e-05,0.00132710896761647,0.00114525686382422,7732,"tags=35%, list=22%, signal=27%","5582/2272/4130/6469/83844/27074/8263/474383/474384/143941/3326/51322/9491/131377/9097/9683/8239/282679/7874/1460"
"GO:0042693","GO:0042693","muscle cell fate commitment",16,0.790867361396475,2.15022956147767,3.13344918229052e-05,0.00147693022651843,0.00127454830054205,2940,"tags=44%, list=8%, signal=40%","4633/4617/4618/6910/4654/7490/6899"
"GO:0002237","GO:0002237","response to molecule of bacterial origin",366,-0.377421381051938,-1.55647090868812,3.34184656114964e-05,0.0015634891022386,0.00134924612036124,9687,"tags=39%, list=28%, signal=28%","6279/2876/5473/834/51571/406963/4360/6278/842/29108/10068/4669/7494/8754/5106/85363/1291/721/129607/3587/623/1910/923/567/7867/2149/3656/3663/4795/2635/3654/4049/3661/1051/79155/5606/10417/115362/958/2643/64332/406952/8792/4435/27178/2263/3606/2634/4791/5196/57162/7056/23729/19/3592/84868/10865/245937/929/2706/3593/1543/4016/11009/5027/4318/1906/4843/695/4792/64127/9971/3148/4314/7133/7128/27063/5777/10804/728/2355/8106/2920/11213/406938/2213/2353/345611/11093/7538/3055/407008/11027/10563/64170/3596/6648/1439/22914/3394/574034/114548/2623/100528032/7097/941/6372/22904/10225/3627/5734/4283/7412/6347/356/3164/2672/3569/389643/3553/10288/406932/6590/5972/80149/6556/5197/1269/1236/133/3929/6374/5054/6401/26228/5743/3620/5179/10859/3576/1440"
"GO:0042088","GO:0042088","T-helper 1 type immune response",49,-0.608965331997623,-1.94940980271832,3.47850753004119e-05,0.00161545982056913,0.00139409535530598,9696,"tags=63%, list=28%, signal=46%","246778/6693/602/10068/729230/3142/301/84766/6375/64332/3594/3606/51561/84868/10865/3593/9173/3718/10148/5971/8809/338322/6363/3566/3554/941/90865/3553/6556/30009/6504"
"GO:1900118","GO:1900118","negative regulation of execution phase of apoptosis",17,0.789325092051064,2.17265703075778,3.58108307028033e-05,0.00165095771327668,0.00142472901559059,2194,"tags=41%, list=6%, signal=39%","100463487/100463486/100462981/100463289/100463482/100462977/1149"
"GO:0050806","GO:0050806","positive regulation of synaptic transmission",171,0.398174259790784,1.70752601517415,3.62684841989922e-05,0.00165994018986112,0.00143248063449567,7256,"tags=42%, list=21%, signal=33%","5582/10368/2902/112755/10369/2904/25769/2903/27091/1949/1813/794/729956/54413/114/59284/5021/26045/64084/27092/2670/4915/27065/7143/57512/100302195/2043/23385/9498/664614/2905/6812/80863/2932/1956/11170/5649/5575/766/2892/6865/4311/6547/10858/59283/9001/6507/347730/57555/100313769/2048/1524/6869/23096/2898/22941/1812/2890/9378/4355/4204/91683/100126308/4763/6844/22883/9187/6616/442909/6543/22871"
"GO:0008089","GO:0008089","anterograde axonal transport",51,0.574567626188593,2.01297486315679,3.75116700382581e-05,0.00170448710763769,0.00147092334311322,9998,"tags=59%, list=29%, signal=42%","4747/3798/4130/3800/50632/9001/26985/9638/388552/55605/118426/5874/81832/80128/23095/11127/547/4204/1740/66008/4133/84709/6647/3315/8120/23162/63915/6683/282991/10239"
"GO:0099054","GO:0099054","presynapse assembly",48,0.592750861070699,2.0938075195762,4.43367925397985e-05,0.00200022272629548,0.0017261346749705,7875,"tags=52%, list=23%, signal=40%","27445/8927/26280/1949/347731/54413/114798/7474/22865/79414/57502/2895/145581/347730/57555/5789/869/94030/9378/11141/4038/22871/8321/55737/7476"
"GO:0050900","GO:0050900","leukocyte migration",391,-0.37321932509041,-1.54844049086075,4.55089678288783e-05,0.00203854355182408,0.00175920444507601,9714,"tags=40%, list=28%, signal=29%","4920/6279/5473/2150/7422/11314/3603/6278/8995/6693/29108/2683/3958/2155/729230/1843/3570/3683/9048/928/623/1910/50848/301/51676/1441/1235/7941/3383/2185/240/5025/79890/124976/3071/2358/6850/134/56833/6355/11151/100/120425/5155/3695/6793/6375/2833/2131/6387/6360/5319/6484/8792/3690/2650/6366/1800/79902/2867/51561/5196/11035/719/2625/3674/7852/3592/6370/7057/57580/387695/91662/6373/245937/4192/1265/6280/1906/54795/2529/54210/64127/56253/80024/1240/3689/7409/3204/407012/728/30817/177/406938/11117/3932/3055/407008/10563/1880/8600/257144/7130/6363/22914/3554/59341/27202/5657/326/100528032/159296/2813/6372/3627/8784/5734/4283/7412/90865/6347/255231/6352/653/3569/8764/969/9023/3553/8740/503618/101/5197/6348/2921/30009/6504/140596/7535/1269/1236/3929/6374/5054/6401/26228/6364/9518/64005/100130520/2838/6351/6288/3576/6354"
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process",171,0.395215110419105,1.69483603230689,4.58599539193177e-05,0.00203979907714374,0.0017602879273108,2512,"tags=8%, list=7%, signal=8%","4508/4535/4509/3948/4538/4539/4536/4537/4541/4540/151531/4879/114/3565"
"GO:0006865","GO:0006865","amino acid transport",164,0.40577448095185,1.75030176729815,4.68325272567507e-05,0.00206849120387159,0.00178504840732761,8278,"tags=35%, list=24%, signal=27%","3952/3351/152078/57084/9152/11230/157724/320/153201/6530/388662/9900/6860/11254/3766/84230/196500/2670/4915/57030/552/6812/84889/285641/6519/9673/7200/57709/7504/6532/6507/6541/4923/81539/10991/55089/9368/246213/477/23428/6538/5592/785/83884/4763/340024/57393/55238/23507/6509/6567/6506/153129/3776/18/6536/54716/7957"
"GO:0035725","GO:0035725","sodium ion transmembrane transport",185,0.396967486340985,1.71471454935174,4.77108040774964e-05,0.00209264887884352,0.00180589578591576,7025,"tags=36%, list=20%, signal=29%","57084/2902/6323/479/25769/9152/2903/6334/2257/6338/6530/610/10021/9058/6330/7533/388662/859/6327/51305/11254/55800/10568/3777/284111/482/6335/41/6326/57030/6324/9498/493/478/83959/288/5774/6532/6547/53826/6548/23327/84679/357/57419/81539/53828/55089/246213/6546/51802/477/123041/348980/6538/2256/1261/481/389015/65125/6331/284525/340024/65266/6526/9187"
"GO:0051146","GO:0051146","striated muscle cell differentiation",305,0.343516488011556,1.57817154561279,4.81993060198427e-05,0.00209949528842294,0.00181180404044098,6349,"tags=27%, list=18%, signal=22%","4633/4892/4604/58/4617/8048/7138/150572/4618/389827/6910/6469/493829/6123/10398/4606/3084/93649/8557/607/8538/859/442721/2931/5629/3479/57462/627/9472/4654/4624/92304/7490/6899/101929726/7373/10529/6474/84700/2318/58529/552/4856/7140/30846/144165/113622/10818/8506/376132/51778/688/7504/79933/55553/3670/4205/6548/4656/130827/23493/50507/1465/25802/577/29767/85461/6546/3756/2627/8470/5239/9149/7248/5592/84665/405754/5532/56603/5925/6443"
"GO:0014706","GO:0014706","striated muscle tissue development",418,0.31336131591271,1.456008013178,5.03996909029584e-05,0.00218030443659648,0.0018815400107824,4795,"tags=19%, list=14%, signal=17%","4633/4892/129446/58/4617/8048/5457/150572/29895/4618/3235/6910/6469/6123/245806/4625/100126316/3084/93649/8557/607/10021/8538/7135/859/4879/6664/2931/5629/3479/9421/8320/57462/2702/7093/2047/6262/857/65009/9472/4654/4624/7490/2254/26011/6899/7373/10529/5079/6474/6665/4209/84700/57158/58529/2033/10052/144165/23414/113622/59269/10818/2660/8506/376132/7026/51778/688/7504/26508/55553/3670/4205/6548/4656/23493/4086/84466/50507/3767"
"GO:0051932","GO:0051932","synaptic transmission, GABAergic",61,0.544637667937784,1.98021552298634,5.28004860341577e-05,0.00226862496456966,0.00195775808582076,6288,"tags=44%, list=18%, signal=36%","404037/3351/8224/2557/23349/1813/2556/2554/5021/2566/2561/22865/9568/2550/2555/6812/2558/766/9001/57555/2562/81539/2565/6869/7915/23228/9378"
"GO:1903522","GO:1903522","regulation of blood circulation",263,0.354080405388174,1.59082318534812,5.64323868838908e-05,0.00240829024026118,0.00207828520117203,6553,"tags=33%, list=19%, signal=27%","4633/3952/8048/6910/186/4625/492/5566/185/10021/6330/1813/859/6327/146/2931/55800/2775/491/2702/5021/482/6262/857/3760/4313/100506013/4624/2243/6324/1129/1113/6474/3741/552/29119/287/81033/493/10052/478/1573/1956/6508/487/659/8862/6547/80763/147/3670/407034/3759/4205/801/6548/23493/488/781/3757/30820/7531/30819/1674/6546/23630/808/3752/10659/1907/6869/9722/477/140/6870/7054/3751/3728/30845/1829/5350/1909/10699/8913/481/55328/3320/4193"
"GO:0097479","GO:0097479","synaptic vesicle localization",64,0.532256245470879,1.9617489571224,5.76031354760512e-05,0.0024417543870251,0.00210716379720942,9998,"tags=50%, list=29%, signal=36%","3798/8224/6853/5864/27445/8927/6854/3800/8825/9892/26052/8867/26985/57555/388552/118426/80128/23095/9378/1020/1759/22871/4133/51248/164/1000/8120/1861/63915/282991/284697/10239"
"GO:0019226","GO:0019226","transmission of nerve impulse",78,0.504412874112811,1.91168211899531,5.88739867330324e-05,0.00247898733470555,0.00213929476002556,5961,"tags=45%, list=17%, signal=37%","58524/3737/10368/6323/10369/2741/27091/6334/2257/3736/6330/59284/1816/26047/27092/6335/4915/6326/7143/3786/6324/552/4897/288/8506/59283/57369/5048/477/2898/3751/1812/348980/1133/2890"
"GO:0099637","GO:0099637","neurotransmitter receptor transport",26,0.692160371738739,2.1311385756705,6.03276263780375e-05,0.00252337276956083,0.00217759811352721,7932,"tags=65%, list=23%, signal=50%","10368/10815/112755/10369/27091/59284/57554/27092/27065/7879/59283/9912/23426/81832/22883/55737/3092"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",150,-0.46166149256481,-1.74233038534841,6.22972271362827e-05,0.00258861372758396,0.00223389918359883,8076,"tags=42%, list=23%, signal=32%","3383/3684/3071/11151/1075/6813/6375/259197/914/1610/3594/3606/51561/11035/3592/84868/100431172/80328/3822/3593/5027/100507436/4843/54210/2212/56253/5788/5777/7409/201294/9103/177/387837/8807/2213/3002/9437/4068/2209/2210/4818/146850/3824/3821/22914/5551/100528032/114836/3497/912/3004/6372/57823/3820/3575/3823/8302/909/26228/81607/387836/10859/171389"
"GO:0060996","GO:0060996","dendritic spine development",99,0.462652743062388,1.83048517889359,6.6579299427602e-05,0.00274846310578258,0.00237184459880374,8527,"tags=47%, list=25%, signal=36%","2047/50944/100132074/3558/2043/9922/23105/26115/23316/5062/26052/5649/80725/9912/57555/5789/4693/7779/116443/23613/5048/6792/2048/22849/8976/815/80823/547/11141/4204/816/50807/1020/10152/22871/1501/22891/1982/170506/8851/5063/55619/54149/7476/29904/27067/158866"
"GO:0002685","GO:0002685","regulation of leukocyte migration",236,-0.405456018649773,-1.60753405386083,6.70354263468617e-05,0.00274932307017388,0.00237258672333595,9592,"tags=40%, list=28%, signal=29%","2150/7422/11314/6278/8995/6693/29108/3958/2155/729230/1843/3570/928/623/301/1235/7941/3383/2185/5025/79890/124976/3071/2358/134/56833/6355/11151/100/6793/6375/2833/6387/6484/3690/2650/6366/51561/11035/719/3674/3592/6370/7057/387695/245937/4192/1265/1906/2529/64127/80024/1240/3204/407012/728/177/406938/11117/407008/10563/257144/7130/6363/22914/3554/59341/27202/326/100528032/3627/8784/5734/90865/6347/6352/653/3569/8764/969/8740/101/6348/6504/1236/3929/5054/6401/26228/6364/9518/6351/3576/6354"
"GO:0002228","GO:0002228","natural killer cell mediated immunity",87,-0.523332179052777,-1.84146179259688,6.80637756545247e-05,0.00277348907763857,0.00239344129262566,5909,"tags=41%, list=17%, signal=34%","259197/914/3606/3592/84868/100431172/80328/3822/3593/100507436/56253/5777/7409/201294/387837/8807/3002/9437/4068/4818/146850/3824/3821/22914/100528032/114836/57823/3820/10225/3823/116449/8302/117157/81607/387836/10859"
"GO:0030239","GO:0030239","myofibril assembly",74,0.507116978921816,1.91151920364623,6.89570997338764e-05,0.00278174146215926,0.00240056286308134,5076,"tags=32%, list=15%, signal=28%","4633/4892/4604/58/8048/7138/10398/4606/8557/859/442721/5629/4624/10529/2318/58529/7140/113622/51778/79933/4205/1465/25802/29767"
"GO:0021766","GO:0021766","hippocampus development",92,0.474609330466436,1.85583247400588,6.91471516084554e-05,0.00278174146215926,0.00240056286308134,7964,"tags=41%, list=23%, signal=32%","4747/4142/3736/8941/1600/63974/5629/196500/79969/6326/2044/493/2932/5649/7545/7846/238/306/9638/3400/7531/2737/5048/6715/166614/3361/1812/7248/4967/8648/4204/84687/1020/2018/1746/582/8851/4009"
"GO:0001906","GO:0001906","cell killing",239,-0.402847485152296,-1.59881540150472,7.12916053624859e-05,0.00284985936373076,0.00245934665267789,8076,"tags=41%, list=23%, signal=32%","3383/3684/2635/3071/6355/11151/6362/8542/84659/1075/6813/6375/730/115362/259197/914/6387/1610/3594/3606/6366/6863/2634/51561/5196/11035/3592/84868/6370/100431172/6373/80328/3822/3593/5027/81494/100507436/4843/3001/54210/2212/56253/4922/5788/5777/7409/201294/4277/10578/9103/2920/177/387837/8807/2213/3002/9437/4068/2209/2210/3853/4818/10563/146850/3824/3821/3596/6363/22914/5551/100528032/114836/2919/3497/912/3004/6372/57823/3820/3627/4283/3575/732/6361/55876/2999/3823/733/8302/2921/909/26228/6364/81607/387836/10859/171389/3576"
"GO:0099170","GO:0099170","postsynaptic modulation of chemical synaptic transmission",33,0.63854376688891,2.07859576764471,8.20008014571112e-05,0.00323698163751946,0.00279342203911133,2458,"tags=27%, list=7%, signal=25%","4744/4747/9118/5566/1813/23236/2775/7474/1630"
"GO:0042177","GO:0042177","negative regulation of protein catabolic process",117,0.441616348514212,1.78411591709257,8.16668396848262e-05,0.00323698163751946,0.00279342203911133,8305,"tags=32%, list=24%, signal=24%","5582/2272/4130/6469/135644/2903/83844/27074/56776/23400/8263/474383/474384/2905/1956/5774/1728/9101/143941/116986/3326/51322/9491/131377/23450/9827/9097/1471/9683/8239/282679/7874/55737/1460/9860/7077/165324"
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic",76,0.516594938256261,1.95753943315767,8.29425429649237e-05,0.00325382050538173,0.00280795349769451,5863,"tags=41%, list=17%, signal=34%","3351/10368/2902/10369/2904/2903/27091/1813/2914/54413/59284/5021/2897/27092/23542/7143/2899/23025/2905/6812/1956/5649/23732/59283/57555/2915/9890/477/23096/2898/1812"
"GO:0032496","GO:0032496","response to lipopolysaccharide",347,-0.376868823152824,-1.54688064758682,8.5463623088881e-05,0.00333202619400847,0.0028754427573374,9013,"tags=38%, list=26%, signal=29%","6279/2876/5473/834/406963/4360/6278/842/29108/10068/4669/7494/8754/5106/85363/1291/129607/3587/623/1910/923/567/7867/2149/3656/4795/2635/3654/4049/3661/1051/79155/5606/10417/115362/958/2643/64332/406952/8792/4435/27178/2263/3606/2634/4791/5196/57162/7056/23729/19/3592/84868/10865/929/2706/3593/1543/4016/11009/5027/4318/1906/4843/695/4792/64127/9971/3148/4314/7133/7128/27063/5777/10804/2355/8106/11213/406938/2353/345611/11093/7538/3055/407008/11027/10563/3596/6648/1439/22914/3394/574034/114548/2623/100528032/7097/941/6372/22904/10225/3627/5734/4283/7412/6347/356/3164/2672/3569/389643/3553/10288/406932/6590/5972/80149/6556/5197/1269/1236/133/3929/6374/5054/6401/26228/5743/3620/5179/10859/3576/1440"
